index,max_speed,max_rotation,max_acc,avg_acc,avg_rotation,avg_speed,min_acc,min_speed,min_rotation
1,0.47,0.008026123000000001,0.33509958,0.11613857614999998,0.003799438468,0.31899999999999995,0.0046956540000000005,0.0,0.00036621094
2,0.47,0.008026123000000001,0.33509958,0.11401351554999997,0.0042129516379999996,0.36599999999999994,0.0046956540000000005,0.0,0.00036621094
3,0.47,0.008026123000000001,0.33509958,0.11137924055,0.004008483857999999,0.4129999999999999,0.0046956540000000005,0.0,0.00036621094
4,0.47,0.008026123000000001,0.27492259999999996,0.07952903354999999,0.0042846679439999995,0.45999999999999985,0.0046956540000000005,0.45,0.00036621094
5,0.47,0.008026123000000001,0.27492259999999996,0.06594786555,0.0046890258539999995,0.4149999999999999,0.0046956540000000005,0.0,0.00036621094
6,0.47,0.009307861,0.27492259999999996,0.06961598305000001,0.005583190859999999,0.36999999999999994,0.0046956540000000005,0.0,0.0012207030999999999
7,0.47,0.012298584,0.27492259999999996,0.07416257765,0.0063720702599999995,0.325,0.0067744255,0.0,0.0012207030999999999
8,0.47,0.015274048,0.6002543,0.10669574764999998,0.007479858360000001,0.27999999999999997,0.0067744255,0.0,0.0012207030999999999
9,0.47,0.015274048,0.6002543,0.11695692565,0.007821655260000001,0.23499999999999996,0.0067744255,0.0,0.0012207030999999999
10,0.47,0.015274048,0.6002543,0.12444278005000001,0.00814056395,0.188,0.0067744255,0.0,0.0012207030999999999
11,0.47,0.015274048,0.6002543,0.1289924503,0.008033752429999999,0.141,0.01659751,0.0,0.0012207030999999999
12,0.47,0.015274048,0.6002543,0.12351615437,0.00826721193,0.094,0.0032835007,0.0,0.0012207030999999999
13,0.47,0.015274048,0.6002543,0.12028144617,0.008692932149999999,0.047,0.0032835007,0.0,0.0031280518
14,0,0.015274048,0.63204455,0.18182615017,0.00868530275,0.0,0.0032835007,0.0,0.0030517578000000003
15,0,0.015914917,0.63204455,0.22087057817,0.00966491701,0.0,0.0032835007,0.0,0.0030517578000000003
16,0,0.015914917,0.63204455,0.21675504437,0.00943145757,0.0,0.0032835007,0.0,0.0030517578000000003
17,0,0.018692017,0.63204455,0.22203582537000002,0.010070800869999999,0.0,0.0032835007,0.0,0.0030517578000000003
18,0,0.018692017,0.63204455,0.16394079907000003,0.009942627070000001,0.0,0.0032835007,0.0,0.0030517578000000003
19,0,0.018692017,0.63204455,0.15438984607,0.01009063727,0.0,0.0032835007,0.0,0.0030517578000000003
20,0,0.018692017,0.63204455,0.14598631857000002,0.01024017342,0.0,0.0032835007,0.0,0.0030517578000000003
21,0,0.018692017,0.63204455,0.15799317377,0.01004791267,0.0,0.0032835007,0.0,0.0030517578000000003
22,0,0.018692017,0.63204455,0.16746218220000003,0.00962219244,0.0,0.019304037,0.0,0.0029144287
23,0,0.018692017,0.69441676,0.23159186839999996,0.009365844779999999,0.0,0.019304037,0.0,0.0029144287
24,0,0.018692017,0.69441676,0.177819014,0.00922546392,0.0,0.019304037,0.0,0.0016479492000000002
25,0.31,0.018692017,0.69441676,0.177477194,0.00869293222,0.031,0.019304037,0.0,0.0016479492000000002
26,0.31,0.018692017,0.69441676,0.20686440429999994,0.008607483,0.062,0.019304037,0.0,0.0016479492000000002
27,0.31,0.01399231,0.69441676,0.23771188329999995,0.0080108643,0.093,0.019304037,0.0,0.0016479492000000002
28,0.31,0.012924193999999998,0.69441676,0.28115494359999993,0.006617736815600001,0.124,0.036996365,0.0,6.1035155999999994e-05
29,0.31,0.01272583,0.69441676,0.32640924359999995,0.005744934115599999,0.155,0.036996365,0.0,6.1035155999999994e-05
30,0.37,0.01272583,0.69441676,0.35643441709999996,0.0055099487156,0.192,0.094316006,0.0,6.1035155999999994e-05
31,0.37,0.01272583,0.69441676,0.3447237016,0.0058502197156000005,0.229,0.055232525,0.0,6.1035155999999994e-05
32,0.37,0.01272583,0.69441676,0.3844286931,0.0065750121956,0.266,0.055232525,0.0,6.1035155999999994e-05
33,0.37,0.01272583,0.56234,0.3628421571,0.0069381713756,0.30300000000000005,0.055232525,0.0,6.1035155999999994e-05
34,0.37,0.01272583,0.56234,0.3790437245,0.0077682495056,0.34,0.055232525,0.31,6.1035155999999994e-05
35,0.38,0.01272583,0.56234,0.3451039329,0.007043456985599999,0.34700000000000003,0.055232525,0.31,6.1035155999999994e-05
36,0.38,0.01272583,0.56234,0.3384025369,0.0076400756456,0.354,0.055232525,0.31,6.1035155999999994e-05
37,0.38,0.012084961000000002,0.56234,0.30570092390000003,0.0075332641456,0.361,0.055232525,0.31,6.1035155999999994e-05
38,0.38,0.012084961000000002,0.56234,0.26539724019999994,0.008287048330000001,0.368,0.050697803,0.31,0.0033416747999999996
39,0.38,0.019958496000000003,0.49502349999999995,0.21156490209999998,0.009863281230000001,0.37499999999999994,0.024016619,0.37,0.0033416747999999996
40,0.38,0.019958496000000003,0.5640757,0.23424766209999998,0.00958709718,0.36499999999999994,0.024016619,0.27,0.0033416747999999996
41,0.38,0.019958496000000003,0.5640757,0.24295308759999998,0.010354614279999999,0.3549999999999999,0.024016619,0.27,0.0033416747999999996
42,0.38,0.019958496000000003,0.5640757,0.2295886526,0.01088714603,0.345,0.024016619,0.27,0.0033416747999999996
43,0.38,0.019958496000000003,0.5640757,0.19454326559999996,0.011505126979999999,0.33499999999999996,0.024016619,0.27,0.0033416747999999996
44,0.38,0.019958496000000003,0.5640757,0.1895563596,0.011483764629999999,0.325,0.024016619,0.27,0.0033416747999999996
45,0.38,0.019958496000000003,0.5640757,0.1965321772,0.011441040019999998,0.313,0.024016619,0.26,0.0029144287
46,0.38,0.019958496000000003,0.5640757,0.1800501332,0.011334228519999998,0.301,0.024016619,0.26,0.0029144287
47,0.38,0.019958496000000003,0.5640757,0.17654938569999998,0.01116333007,0.289,0.024016619,0.26,0.0029144287
48,0.38,0.019958496000000003,0.5640757,0.17786776899999995,0.011804199169999998,0.27699999999999997,0.024016619,0.26,0.0029144287
49,0.27,0.01953125,0.5640757,0.1896437151,0.01176147457,0.26499999999999996,0.049420595,0.26,0.0029144287
50,0.27,0.01953125,0.46130443,0.1793665881,0.012442016519999998,0.238,0.049420595,0.0,0.0029144287
51,0.27,0.01953125,0.46130443,0.1764070501,0.012292480420000002,0.21100000000000002,0.049420595,0.0,0.0029144287
52,0.27,0.01953125,0.46130443,0.1414397226,0.01165313712,0.184,0.011705875,0.0,0.0029144287
53,0.27,0.01953125,0.46130443,0.1446326006,0.011332702519999998,0.157,0.011705875,0.0,0.0029144287
54,0.26,0.01953125,0.46130443,0.16678941160000002,0.01121826162,0.13,0.011705875,0.0,0.0029144287
55,0.26,0.01953125,0.46130443,0.1724391926,0.0111038207,0.10400000000000001,0.011705875,0.0,0.0017700195
56,0.26,0.01953125,0.46130443,0.18789598859999998,0.0100082396156,0.078,0.011705875,0.0,6.1035155999999994e-05
57,0.26,0.01953125,0.46130443,0.1885966771,0.0093826292656,0.052000000000000005,0.011705875,0.0,6.1035155999999994e-05
58,0.26,0.01953125,0.46130443,0.2244533535,0.008116149805600001,0.026000000000000002,0.011705875,0.0,6.1035155999999994e-05
59,0,0.014205933,0.46130443,0.22480149249999998,0.006489562895599999,0.0,0.011705875,0.0,6.1035155999999994e-05
60,0,0.014205933,0.42803073,0.18293220950000003,0.0053741454556,0.0,0.011705875,0.0,6.1035155999999994e-05
61,0,0.009521484,0.42803073,0.1907892945,0.0040542601656,0.0,0.011705875,0.0,6.1035155999999994e-05
62,0,0.009521484,0.42803073,0.201115203,0.0032241820686000006,0.0,0.0426116,0.0,6.1035155999999994e-05
63,0,0.008590698,0.42803073,0.19254319700000005,0.0024353027086000006,0.0,0.0426116,0.0,6.1035155999999994e-05
64,0,0.003692627,0.42244840000000006,0.15128626850000002,0.0017623901386,0.0,0.015461445,0.0,6.1035155999999994e-05
65,0,0.003692627,0.42244840000000006,0.1513046745,0.0016220092826,0.0,0.015461445,0.0,6.1035155999999994e-05
66,0,0.003692627,0.42244840000000006,0.13821003449999997,0.0018218994170000002,0.0,0.015461445,0.0,0.00036621094
67,0,0.0032653809000000003,0.42244840000000006,0.13630015850000002,0.001672363277,0.0,0.015461445,0.0,0.00036621094
68,0,0.0032653809000000003,0.38697147,0.1327524655,0.001757812497,0.0,0.015461445,0.0,0.00036621094
69,0,0.0021972656,0.38697147,0.14995412850000003,0.0015106201099999998,0.0,0.015461445,0.0,0.00036621094
70,0,0.004837035999999999,0.38697147,0.1493186235,0.00177459715,0.0,0.015461445,0.0,0.00036621094
71,0,0.004837035999999999,0.38697147,0.13511819790000001,0.0019012450999999996,0.0,0.015461445,0.0,0.00036621094
72,0,0.004837035999999999,0.38697147,0.1293418643,0.0019226074069999995,0.0,0.015461445,0.0,0.00036621094
73,0,0.009094238000000001,0.38697147,0.14456250629999998,0.0026687621669999996,0.0,0.015461445,0.0,0.00036621094
74,0,0.009094238000000001,0.38697147,0.1765690318,0.003170776337,0.0,0.03625655,0.0,0.00036621094
75,0,0.009094238000000001,0.38697147,0.17564699579999998,0.0032348632530000004,0.0,0.03625655,0.0,0.0007934570299999999
76,0,0.009094238000000001,0.38697147,0.1672532078,0.0031936645229999998,0.0,0.03625655,0.0,0.0007934570299999999
77,0,0.009094238000000001,0.38697147,0.18308985179999998,0.003683471663,0.0,0.03625655,0.0,0.0007934570299999999
78,0,0.009094238000000001,0.3355267,0.15918409780000004,0.0035430908059999994,0.0,0.03625655,0.0,0.0007934570299999999
79,0,0.009094238000000001,0.3355267,0.1375466338,0.0036621093629999996,0.0,0.03625655,0.0,0.0007934570299999999
80,0,0.009094238000000001,0.3355267,0.13407881189999998,0.0033218383830000003,0.0,0.001578331,0.0,0.0007934570299999999
81,0,0.009094238000000001,0.3355267,0.1423351285,0.003186035157000001,0.0,0.001578331,0.0,0.0007934570299999999
82,0,0.009094238000000001,0.3355267,0.15024902810000001,0.003419494627,0.0,0.001578331,0.0,0.0007934570299999999
83,0,0.007095336999999999,0.3355267,0.14219503409999995,0.0026107788369999995,0.0,0.001578331,0.0,0.0007934570299999999
84,0,0.007095336999999999,0.19569516,0.11566259910000001,0.002108764667,0.0,0.001578331,0.0,0.0007934570299999999
85,0,0.007095336999999999,0.19569516,0.09776525555,0.0023849487569999996,0.0,0.001578331,0.0,0.0007934570299999999
86,0,0.0071716309999999995,0.19569516,0.10338163454999998,0.0029373169369999994,0.0,0.001578331,0.0,0.0007934570299999999
87,0,0.008453369,0.14791393,0.09857673754999999,0.0030731201370000003,0.0,0.001578331,0.0,0.0007934570299999999
88,0,0.0099487305,0.14764619,0.08493982694999999,0.0039886474839999995,0.0,0.001578331,0.0,0.00091552734
89,0,0.012496948,0.14764619,0.08748514795,0.005039978024,0.0,0.001578331,0.0,0.00091552734
90,0,0.0137786865,0.23744810000000002,0.11107212485,0.0062744140540000005,0.0,0.0045900345,0.0,0.00091552734
91,0,0.016555786,0.23744810000000002,0.11908670785,0.007838439919999999,0.0,0.0045900345,0.0,0.0010070800999999999
92,0,0.018478394,0.23744810000000002,0.11783915885,0.00935211184,0.0,0.0045900345,0.0,0.0010070800999999999
93,0,0.021026611,0.23744810000000002,0.11158102885000001,0.01135406493,0.0,0.0045900345,0.0,0.0018615723
94,0,0.02166748,0.23744810000000002,0.12605060485,0.0133346557,0.0,0.0045900345,0.0,0.0037689209999999997
95,0.72,0.024871826,0.23744810000000002,0.1293041244,0.015444946199999999,0.072,0.011544823999999999,0.0,0.0071716309999999995
96,0.72,0.026138306,0.23744810000000002,0.12032947649999999,0.0173416137,0.144,0.009056091,0.0,0.008453369
97,0.72,0.035720825,0.34547532,0.1401123895,0.020068359299999998,0.21600000000000003,0.009056091,0.0,0.0099487305
98,0.72,0.046813965,0.34547532,0.1637777581,0.02375488275,0.288,0.009056091,0.0,0.012496948
99,0.72,0.046813965,0.5117550000000001,0.2023179911,0.02665405265,0.352,0.009056091,0.0,0.0137786865
100,0.72,0.046813965,0.5117550000000001,0.2065357461,0.028465271000000004,0.41600000000000004,0.009056091,0.0,0.016555786
101,0.72,0.046813965,0.5117550000000001,0.2044505371,0.0305099487,0.48,0.009056091,0.0,0.018478394
102,0.72,0.046813965,0.5117550000000001,0.2162249461,0.0322555543,0.5439999999999999,0.009056091,0.0,0.021026611
103,0.72,0.0546875,0.6845386,0.2763396631,0.035621643200000004,0.6079999999999999,0.009056091,0.0,0.02166748
104,0.9,0.0546875,0.6845386,0.3153869761,0.0368576052,0.698,0.009056091,0.64,0.024871826
105,0.9,0.0546875,0.6845386,0.3274298081,0.0366012576,0.716,0.009056091,0.64,0.02230835
106,0.9,0.0546875,0.6845386,0.350719012,0.03496093769999999,0.7340000000000001,0.15755355,0.64,0.009735107
107,0.9,0.0546875,0.6845386,0.330431915,0.0332992556,0.7520000000000001,0.14260435,0.64,0.009735107
108,0.9,0.0546875,0.6845386,0.344448554,0.030741882500000005,0.7700000000000002,0.14260435,0.64,0.009735107
109,0.9,0.0546875,0.6845386,0.295161043,0.0269912722,0.7940000000000002,0.01887989,0.64,0.003982544
110,0.9,0.0546875,0.6845386,0.296964871,0.0247756959,0.8180000000000002,0.01887989,0.64,0.003982544
111,0.9,0.0546875,0.6845386,0.324555741,0.021174621730000003,0.842,0.01887989,0.64,0.0009918213
112,0.9,0.0546875,0.6845386,0.31473628100000006,0.01976928713,0.866,0.01887989,0.64,0.0009918213
113,0.9,0.0340271,0.60537124,0.257331882,0.015167236330000004,0.89,0.01887989,0.88,0.0009918213
114,1.23,0.02230835,0.4670236,0.20668066499999999,0.01273803703,0.923,0.01887989,0.88,0.0009918213
115,1.23,0.021881104,0.4670236,0.230987594,0.010990905629999999,0.9560000000000001,0.01887989,0.88,0.0009918213
116,1.23,0.021881104,0.4670236,0.23734783899999998,0.01073608389,0.9890000000000001,0.01887989,0.88,0.0009918213
117,1.23,0.021881104,0.4670236,0.23038174899999997,0.009513854890000001,1.022,0.01887989,0.88,0.0009918213
118,1.23,0.021881104,0.4670236,0.20142735739999998,0.008334350489999998,1.0550000000000002,0.01887989,0.88,0.0009918213
119,1.7,0.021881104,0.4670236,0.21124285939999998,0.00934905999,1.137,0.07294345,0.88,0.0009918213
120,1.7,0.021881104,0.8248992,0.26396638640000003,0.008786010719999997,1.2189999999999999,0.07294345,0.88,0.0009918213
121,1.7,0.021881104,1.4247627,0.3597402964,0.009574890089999998,1.301,0.07294345,0.88,0.0041046143
122,1.7,0.036712646,2.5598335,0.6013821844,0.01105804429,1.3829999999999998,0.07294345,0.88,0.0041046143
123,1.7,0.037216187000000005,2.7128882,0.8616215434000001,0.01391296379,1.4649999999999999,0.07294345,1.23,0.0041046143
124,2.99,0.05354309,2.7128882,1.0056560264,0.018293762090000006,1.6409999999999996,0.07294345,1.23,0.0041046143
125,2.99,0.05354309,2.7128882,1.0295487524,0.017973327530000003,1.8169999999999997,0.07294345,1.23,0.0016326904000000001
126,2.99,0.05354309,2.7128882,1.1420312244,0.02209777817,1.9929999999999999,0.07294345,1.23,0.0016326904000000001
127,2.99,0.05354309,2.7128882,1.2226011354,0.02226867657,2.1689999999999996,0.098820984,1.23,0.0016326904000000001
128,2.99,0.05354309,2.7128882,1.2245599645999998,0.022595214670000002,2.345,0.11703491,1.7,0.0016326904000000001
129,4.31,0.05354309,2.7128882,1.2807845435999998,0.02496032677,2.606,0.118409276,1.7,0.0016326904000000001
130,4.31,0.05354309,2.7128882,1.2134916735999997,0.024841308210000003,2.867,0.118409276,1.7,0.0016326904000000001
131,4.31,0.05354309,2.7128882,1.1118927455999998,0.02580108611,3.1279999999999997,0.118409276,1.7,0.0016326904000000001
132,4.31,0.05354309,2.7128882,0.8579889062999999,0.02279663061,3.3890000000000002,0.020795107,1.7,0.0016326904000000001
133,4.31,0.05354309,1.5392039,0.6303538133,0.01995544401,3.65,0.020795107,2.99,0.0016326904000000001
134,4.36,0.048431395999999995,1.4303753000000001,0.4804113418999999,0.015417480209999997,3.787,0.020795107,2.99,0.0016326904000000001
135,4.36,0.048431395999999995,1.4303753000000001,0.44258271689999995,0.01578063937,3.9239999999999995,0.020795107,2.99,0.0029144287
136,4.36,0.03778076,0.87864256,0.3413229649000001,0.011199950939999998,4.060999999999999,0.020795107,2.99,0.0026245116999999997
137,4.36,0.03778076,0.6792807,0.2759994209,0.01044158915,4.1979999999999995,0.020795107,2.99,0.0010070800999999999
138,4.36,0.03778076,0.6792807,0.29276374029999996,0.00936889631,4.334999999999999,0.020795107,4.31,0.0010070800999999999
139,4.36,0.018478394,0.48590708,0.2734263783,0.00687561031,4.318,0.020795107,4.14,0.0010070800999999999
140,4.36,0.018478394,0.8395773000000001,0.3421870583,0.006910705530000001,4.301,0.020795107,4.14,0.0010070800999999999
141,4.36,0.012847899999999999,0.8395773000000001,0.32304494330000005,0.00527038566,4.284,0.020795107,4.14,0.0010070800999999999
142,4.36,0.012847899999999999,0.8395773000000001,0.34126415260000004,0.004652404685,4.267,0.039779186,4.14,0.00048828125
143,4.36,0.012847899999999999,0.8395773000000001,0.30690579360000003,0.003948974534999999,4.25,0.039779186,4.14,0.00048828125
144,4.36,0.012847899999999999,0.8395773000000001,0.322678542,0.004353332435,4.198,0.09295368,3.84,0.00048828125
145,4.36,0.012847899999999999,0.8395773000000001,0.306430506,0.004971313434999999,4.146000000000001,0.09295368,3.84,0.00048828125
146,4.36,0.012847899999999999,0.8395773000000001,0.32349382800000004,0.004895019495,4.094000000000001,0.09295368,3.84,0.00048828125
147,4.36,0.012847899999999999,0.8395773000000001,0.30784631000000007,0.006036376885000002,4.042,0.06893194,3.84,0.00048828125
148,4.14,0.012847899999999999,0.8395773000000001,0.29205148400000003,0.006193542415000001,3.9900000000000007,0.06893194,3.84,0.00048828125
149,5.02,0.017623901,0.8395773000000001,0.2501967565,0.006671142515000001,4.078,0.067359805,3.84,0.00048828125
150,5.02,0.020095825,0.588411,0.1696529183,0.008354186925,4.1659999999999995,0.034138918,3.84,0.00048828125
151,5.02,0.020095825,0.6235163,0.21026932129999998,0.009175109795,4.254,0.034138918,3.84,0.00048828125
152,5.02,0.020812988,0.6235163,0.19431054069999998,0.01120758047,4.341999999999999,0.034138918,3.84,0.0017700195
153,5.02,0.020812988,0.6235163,0.2250925127,0.01116485586,4.43,0.034138918,3.84,0.0013427734
154,5.39,0.020812988,0.79638505,0.2849803507,0.01016387932,4.584999999999999,0.034138918,3.84,0.0013427734
155,5.39,0.020812988,0.79638505,0.30536099170000003,0.00943145742,4.74,0.034138918,3.84,0.0013427734
156,5.39,0.021377563,0.79638505,0.2794934437,0.01138305649,4.8950000000000005,0.034138918,3.84,0.0013427734
157,5.39,0.021377563,0.79638505,0.29338406770000003,0.01040344226,5.05,0.034138918,3.84,0.0013427734
158,5.39,0.030838012999999997,0.79638505,0.3281152887,0.013131713769999998,5.205,0.034138918,5.02,0.0013427734
159,5.95,0.030838012999999997,0.79638505,0.3833977622,0.01277008047,5.298,0.034138918,5.02,0.0013427734
160,5.95,0.033599854,0.79638505,0.4211022304,0.014120483369999997,5.391,0.043399394,5.02,0.0013427734
161,5.95,0.033599854,1.2561357,0.4843641704,0.014854431069999998,5.484000000000001,0.043399394,5.02,0.0013427734
162,5.95,0.033599854,1.2561357,0.5376063209999999,0.013000488230000001,5.577000000000001,0.20783818,5.02,0.0013427734
163,5.95,0.033599854,1.2561357,0.50571829,0.015203857389999997,5.670000000000001,0.08189309,5.39,0.0021972656
164,5.95,0.033599854,1.2561357,0.48165169900000004,0.015054321259999998,5.726000000000001,0.08189309,5.39,0.0007019042999999999
165,6.52,0.033599854,1.2561357,0.5366328819999999,0.015522766059999998,5.839,0.08189309,5.39,0.0007019042999999999
166,6.52,0.033599854,1.6422883000000001,0.6678881600000001,0.01471252441,5.952,0.08189309,5.39,0.0007019042999999999
