LAT,LONG,accX,accY,accZ,gyroX,gyroY,gyroZ,Speed,Timestamp In mills,Timestamp In Date
null,null,null,null,null,6.1035156E-5,0.0010681152,-0.004196167,null,1539447923341,13-Oct-2018
null,null,null,null,null,9.1552734E-4,0.0010528564,-0.0020599365,null,1539447923435,13-Oct-2018
null,null,-0.121554285,1.0659771,0.24527645,2.746582E-4,6.4086914E-4,-0.0010070801,null,1539447923635,13-Oct-2018
null,null,0.07035431,0.06243229,0.15458608,7.019043E-4,2.1362305E-4,-7.9345703E-4,null,1539447923837,13-Oct-2018
null,null,-0.03301412,0.096520424,-0.1609745,0.0019836426,0.0010528564,-0.0022888184,null,1539447924038,13-Oct-2018
18.5493862,73.9431762,0.014773309,-0.10856438,0.14540553,-0.0027008057,6.4086914E-4,-5.79834E-4,0.0,1539447924238,13-Oct-2018
18.5493862,73.9431762,0.016611814,0.008133888,-0.06432414,0.0032653809,0.0010681152,-0.0014343262,0.0,1539447924439,13-Oct-2018
18.5493862,73.9431762,0.17457709,-0.046905518,0.07933307,-0.0012207031,0.0,-0.0010070801,0.0,1539447924640,13-Oct-2018
18.5493862,73.9431762,-0.100254655,0.023180962,-0.07569027,0.0019836426,1.9836426E-4,-0.0014190674,0.0,1539447924840,13-Oct-2018
18.5493862,73.9431762,-0.096566886,0.12612152,-0.043836117,-7.9345703E-4,0.0,-0.0010070801,0.0,1539447925041,13-Oct-2018
18.5493862,73.9431762,0.055632472,-0.16833973,0.11306381,7.019043E-4,8.544922E-4,-0.0014343262,0.0,1539447925242,13-Oct-2018
18.5493862,73.9431762,-0.09528768,0.060317993,-0.17617178,4.8828125E-4,4.272461E-4,-0.0012207031,0.0,1539447925442,13-Oct-2018
18.5492474,73.94319116,0.010895789,-0.023571968,-0.09204221,0.0011291504,0.0,-0.0012207031,0.32,1539447925643,13-Oct-2018
18.54924598,73.94319215,-0.15279064,0.101555824,0.057335854,-7.9345703E-4,4.272461E-4,-0.0012207031,0.32,1539447925843,13-Oct-2018
18.54924598,73.94319215,0.13639364,-0.06842613,0.052165985,7.019043E-4,4.119873E-4,-0.0012054443,0.32,1539447926044,13-Oct-2018
18.54924598,73.94319215,0.19087726,-0.18848324,0.07791233,-7.9345703E-4,4.272461E-4,-9.918213E-4,0.32,1539447926246,13-Oct-2018
18.54924598,73.94319215,-0.17463756,0.1941328,-0.16106296,0.0024108887,0.0,-3.6621094E-4,0.32,1539447926446,13-Oct-2018
18.54923939,73.94319143,0.12517679,-0.11067486,0.16797805,-0.0020751953,4.119873E-4,-0.0018463135,0.0,1539447926646,13-Oct-2018
18.54923939,73.94319143,0.08751094,0.113799095,-0.18817687,0.0015563965,8.392334E-4,-7.9345703E-4,0.0,1539447926847,13-Oct-2018
18.54923939,73.94319143,-0.14955145,-0.06187725,0.18619871,-0.0031280518,4.272461E-4,-0.0054779053,0.0,1539447927048,13-Oct-2018
18.54923939,73.94319143,0.19586146,-0.064250946,0.04445982,-0.00440979,-2.1362305E-4,-0.0012207031,0.0,1539447927248,13-Oct-2018
18.54923939,73.94319143,-0.20867813,0.11111641,-0.06012702,0.0017700195,0.0021209717,-0.0022735596,0.0,1539447927449,13-Oct-2018
18.54923939,73.94319143,0.14920741,-0.05981636,0.03583145,-0.0012207031,-0.0010681152,-0.0016479492,0.0,1539447927650,13-Oct-2018
18.54922827,73.94316895,-0.13831937,0.052393913,-0.068936825,0.0011291504,8.544922E-4,-0.0022735596,0.0,1539447927851,13-Oct-2018
18.54922827,73.94316895,0.13965887,-0.1726017,0.121607065,-5.79834E-4,-4.272461E-4,-1.5258789E-4,0.0,1539447928052,13-Oct-2018
18.54922827,73.94316895,0.114268124,-0.3777113,-0.039056063,-0.010803223,0.003189087,-0.0061035156,0.0,1539447928252,13-Oct-2018
