LAT,LONG,accX,accY,accZ,gyroX,gyroY,gyroZ,Speed,Timestamp In mills,Timestamp In Date
null,null,-0.15587807,0.129848,-1.495709,0.0798645,-0.047821045,0.0574646,null,1544976138023,16-Dec-2018
null,null,0.17225957,-0.07004166,1.0029516,-0.3410492,-0.3471222,0.03781128,null,1544976138131,16-Dec-2018
null,null,0.41663933,-0.06365633,0.13996029,-0.46138,-0.4414673,-0.040863037,null,1544976138341,16-Dec-2018
null,null,1.5637139,-1.0701189,1.9416227,-0.6300049,-0.52697754,0.11740112,null,1544976138532,16-Dec-2018
null,null,-0.19964895,-1.0442328,0.6510391,-0.22142029,-0.09963989,0.022247314,null,1544976138734,16-Dec-2018
null,null,0.60570747,-0.44096756,0.25706577,5.950928E-4,-0.10232544,0.0023345947,null,1544976138934,16-Dec-2018
null,null,0.09224576,-0.14820385,-0.12478447,-0.01272583,-0.036514282,-0.047424316,null,1544976139136,16-Dec-2018
null,null,0.108944654,-0.098851204,-0.10278511,0.010848999,-0.018203735,-0.0154418945,null,1544976139334,16-Dec-2018
null,null,0.20206535,-0.086639404,0.2717619,-0.10913086,-0.043304443,0.030181885,null,1544976139531,16-Dec-2018
null,null,0.341061,-0.24688435,0.51664066,-0.09661865,-0.051742554,0.11340332,null,1544976139726,16-Dec-2018
null,null,0.99197245,-1.1335807,0.97930336,-0.49642944,-0.29289246,0.46725464,null,1544976139928,16-Dec-2018
null,null,0.7100378,-0.55328584,-0.3355894,-0.1791687,0.014572144,-0.07336426,null,1544976140125,16-Dec-2018
null,null,0.5408709,-0.18026137,-0.031471252,-0.03439331,-0.011978149,0.0019073486,null,1544976140322,16-Dec-2018
null,null,-0.15496767,-0.24680686,-0.22097397,-0.09877014,0.053649902,0.045211792,null,1544976140518,16-Dec-2018
null,null,0.2621603,-0.23248923,-0.27133465,-0.03352356,0.015686035,0.064834595,null,1544976140721,16-Dec-2018
null,null,-0.49766588,-0.16018939,-0.12705803,0.0068969727,0.031158447,-0.012145996,null,1544976140929,16-Dec-2018
null,null,-0.21341836,-0.068829775,0.027997017,0.009521484,-0.030212402,-0.0051116943,null,1544976141120,16-Dec-2018
null,null,-0.31282687,-0.3475032,0.28098488,0.05329895,-0.1617279,0.03718567,null,1544976141319,16-Dec-2018
null,null,0.47398496,0.265422,-0.11616516,0.127594,-0.14111328,-0.008651733,null,1544976141518,16-Dec-2018
null,null,0.045781255,0.23707962,-0.018167496,0.036621094,-0.01953125,-0.025894165,null,1544976141715,16-Dec-2018
null,null,0.055022478,0.13352919,0.25773716,0.014602661,0.01939392,-0.031051636,null,1544976141916,16-Dec-2018
null,null,0.015618682,0.16067362,0.042262077,0.002456665,0.0070495605,0.0020141602,null,1544976142115,16-Dec-2018
null,null,-0.06031239,0.007910967,0.011878014,-0.017791748,0.049621582,-0.05278015,null,1544976142317,16-Dec-2018
null,null,0.29500473,-0.06475091,0.45447063,0.05342102,0.18255615,-0.016616821,null,1544976142515,16-Dec-2018
null,null,-0.35247767,-0.1366291,0.15956306,-0.088378906,0.030883789,0.054534912,null,1544976142710,16-Dec-2018
null,null,-0.06209171,-0.24131727,0.53132343,-0.008972168,-0.107681274,0.008636475,null,1544976142910,16-Dec-2018
null,null,-0.2613896,-0.07646513,0.23214531,0.018127441,-0.015319824,0.0056915283,null,1544976143110,16-Dec-2018
null,null,-0.11346871,0.1080215,-0.5099821,0.021575928,0.026031494,0.013687134,null,1544976143308,16-Dec-2018
null,null,-0.10281575,-0.0909791,-0.08035946,-0.02406311,0.00630188,-0.0037231445,null,1544976143513,16-Dec-2018
null,null,-0.07205427,-0.020668268,-0.040262222,-0.0027770996,-0.0024414062,-0.0022888184,null,1544976143709,16-Dec-2018
null,null,0.05962825,0.004192114,0.030496597,0.007171631,-0.026443481,-0.006454468,null,1544976143908,16-Dec-2018
null,null,-0.003045082,0.011415243,-0.022291183,0.012786865,-0.032989502,0.0056152344,null,1544976144106,16-Dec-2018
null,null,-0.01779151,-0.037952185,0.09256935,0.031326294,-0.06578064,0.0037384033,null,1544976144309,16-Dec-2018
null,null,0.040548503,0.07562518,0.20823383,0.0071868896,-0.015823364,-0.0062713623,null,1544976144509,16-Dec-2018
null,null,-0.011553645,0.15679216,-0.23944855,-0.010299683,-0.02784729,-0.0074768066,null,1544976144708,16-Dec-2018
null,null,-0.06323135,-0.092577696,-0.08687687,-0.0033721924,-0.039978027,0.00970459,null,1544976144908,16-Dec-2018
null,null,0.07463378,-0.1712141,0.15172768,-0.03314209,0.1716919,0.21438599,null,1544976145105,16-Dec-2018
null,null,0.18362558,0.10066223,-0.4896965,-0.12286377,0.3031006,0.5336304,null,1544976145308,16-Dec-2018
