LAT,LONG,accX,accY,accZ,gyroX,gyroY,gyroZ,Speed,Timestamp In mills,Timestamp In Date
null,null,-0.02298584,0.19154054,8.379712,1.2207031E-4,-9.0026855E-4,3.5095215E-4,null,1539443614263,13-Oct-2018
null,null,-0.06143593,0.11358419,2.7487254,-9.1552734E-5,-0.0011138916,1.373291E-4,null,1539443614442,13-Oct-2018
18.5493679,73.9433419,0.010521725,3.4561753E-4,0.8917532,-9.1552734E-5,-2.593994E-4,-7.6293945E-5,0.0,1539443614643,13-Oct-2018
18.5493679,73.9433419,-0.012989543,0.02430299,0.29835033,1.2207031E-4,-2.593994E-4,7.7819824E-4,0.0,1539443614844,13-Oct-2018
18.5493679,73.9433419,-0.0068940073,-0.0021716952,0.09888363,3.3569336E-4,-0.0011138916,7.7819824E-4,0.0,1539443615045,13-Oct-2018
18.5493679,73.9433419,0.007420562,-0.015635073,0.03651619,5.493164E-4,-0.0011138916,7.7819824E-4,0.0,1539443615245,13-Oct-2018
18.5493679,73.9433419,-0.012057006,0.009186298,0.0045194626,5.493164E-4,-4.7302246E-4,9.918213E-4,0.0,1539443615446,13-Oct-2018
18.5493679,73.9433419,0.011146702,-0.005736202,0.014380455,3.3569336E-4,-6.866455E-4,5.645752E-4,0.0,1539443615647,13-Oct-2018
18.5493679,73.9433419,-0.008445106,-0.0029977262,0.005385399,1.2207031E-4,-9.0026855E-4,7.7819824E-4,0.0,1539443615847,13-Oct-2018
18.5493679,73.9433419,-0.0017087609,-0.0033379197,-0.0057992935,5.493164E-4,-0.0013275146,0.0012054443,0.0,1539443616048,13-Oct-2018
18.5493679,73.9433419,-0.004595317,-0.010435671,-0.011553764,9.765625E-4,-0.0013275146,0.0012054443,0.0,1539443616249,13-Oct-2018
18.5493679,73.9433419,-0.0037013441,0.015449256,-0.0050878525,-9.1552734E-5,-6.866455E-4,0.0014190674,0.0,1539443616450,13-Oct-2018
18.5493679,73.9433419,-0.0061423928,-0.0018718541,0.0057640076,9.765625E-4,-9.0026855E-4,9.918213E-4,0.0,1539443616650,13-Oct-2018
18.5493679,73.9433419,0.0010985509,-0.011180252,-0.0080394745,-5.187988E-4,-6.866455E-4,5.645752E-4,0.0,1539443616852,13-Oct-2018
18.5493679,73.9433419,0.0054450706,0.005812794,-0.0015249252,-3.0517578E-4,-0.0015411377,9.918213E-4,0.0,1539443617051,13-Oct-2018
18.5493679,73.9433419,0.0014569536,0.0021715164,0.0032157898,3.3569336E-4,-0.0011138916,5.645752E-4,0.0,1539443617252,13-Oct-2018
18.5493679,73.9433419,0.0012654811,-3.6656857E-5,-0.01305294,5.493164E-4,-6.866455E-4,0.0012054443,0.0,1539443617453,13-Oct-2018
18.5493679,73.9433419,0.0034243837,-0.0045993626,-0.004760742,5.493164E-4,-4.7302246E-4,3.5095215E-4,0.0,1539443617653,13-Oct-2018
18.5493679,73.9433419,0.0030386075,0.0067078173,-0.004304886,5.493164E-4,-0.0013275146,7.7819824E-4,0.0,1539443617854,13-Oct-2018
18.5493679,73.9433419,0.005426079,-0.012134403,-0.012228012,2.1362305E-4,4.119873E-4,-2.593994E-4,0.0,1539443618055,13-Oct-2018
18.5493679,73.9433419,7.864386E-4,0.0043563545,0.006983757,-4.272461E-4,-1.5258789E-5,-4.7302246E-4,0.0,1539443618255,13-Oct-2018
18.5493679,73.9433419,0.0021190122,-0.006683171,-0.0011358261,-2.1362305E-4,4.119873E-4,-4.5776367E-5,0.0,1539443618456,13-Oct-2018
18.5493679,73.9433419,-0.0013305843,-0.0022512674,-0.0064554214,-2.1362305E-4,-1.5258789E-5,-4.5776367E-5,0.0,1539443618657,13-Oct-2018
